video,original_video_duration_seconds,n_targets,n_predictions,recall_0.3,recall_0.5,recall_0.7,overlap_anywhere_recall,best_iou,mean_target_best_iou,mean_predicted_best_iou,temporal_set_iou,overlap_over_max,duration_precision,duration_recall,ap_0.3,ap_0.5,ap_0.7,mAP,predicted_total_duration_seconds
0A8CF.mp4,32.2,2,9,0.5,0.0,0.0,1.0,0.478984,0.452942,0.085682,0.165467,0.179816,0.179816,0.674646,1.0,0.0,0.0,0.333333,30.366667
0DD62.mp4,17.227073,1,3,1.0,1.0,1.0,1.0,0.836408,0.836408,0.515044,0.491159,0.491159,0.491159,1.0,1.0,1.0,1.0,1.0,16.081236
0LDN3.mp4,16.764812,4,4,1.0,0.25,0.0,1.0,0.541833,0.47711,0.47711,0.945568,0.945568,0.945568,1.0,1.0,0.25,0.0,0.416667,15.863478
0PVKV.mp4,32.5,4,6,1.0,0.0,0.0,1.0,0.487809,0.424219,0.386905,0.387451,0.387451,0.387451,1.0,0.902083,0.0,0.0,0.300694,32.0
14HG1.mp4,30.363667,1,20,1.0,1.0,0.0,1.0,0.511371,0.511371,0.197326,0.186792,0.186792,0.186792,1.0,0.374171,0.285505,0.0,0.219892,30.03
1TZK5.mp4,30.733333,1,16,1.0,1.0,1.0,1.0,0.895165,0.895165,0.179134,0.187474,0.187474,0.187474,1.0,0.37381,0.365079,0.142857,0.293915,30.4
2U3X0.mp4,29.113882,5,13,0.6,0.4,0.2,1.0,0.952996,0.654827,0.234337,0.365788,0.379975,0.379975,0.907382,0.539663,0.429293,0.222222,0.397059,28.879901
3IAPG.mp4,26.482135,1,1,0.0,0.0,0.0,1.0,0.038911,0.038911,0.038911,0.038911,0.041118,0.041118,0.420241,0.0,0.0,0.0,0.0,25.550602
3LIGG.mp4,26.820574,1,5,1.0,0.0,0.0,1.0,0.403556,0.403556,0.340204,0.275232,0.275232,0.275232,1.0,1.0,0.0,0.0,0.333333,25.802071
3OZUX.mp4,31.033333,1,10,1.0,1.0,1.0,1.0,0.759127,0.759127,0.13488,0.338777,0.338777,0.338777,1.0,0.277778,0.277778,0.111111,0.222222,30.4
48XER.mp4,31.733333,3,15,1.0,1.0,0.666667,1.0,0.760873,0.689768,0.327937,0.542447,0.542447,0.542447,1.0,0.554002,0.378914,0.122222,0.351713,31.166667
610PZ.mp4,31.965267,1,9,1.0,0.0,0.0,1.0,0.482686,0.482686,0.143534,0.252987,0.252987,0.252987,1.0,0.75,0.0,0.0,0.25,30.4304
6B2FN.mp4,23.975484,2,10,1.0,0.5,0.0,1.0,0.540143,0.531422,0.164515,0.312004,0.312004,0.312004,1.0,0.388889,0.155556,0.0,0.181481,23.07415
6OQYV.mp4,15.5,5,6,1.0,0.8,0.4,1.0,0.900415,0.696347,0.624302,0.8875,0.934211,0.934211,0.946667,0.747,0.760556,0.131667,0.546407,15.2
6TC5G.mp4,17.475792,6,11,0.5,0.333333,0.166667,0.666667,0.711591,0.51746,0.214055,0.284365,0.300791,0.300791,0.838894,0.618194,0.266534,0.018519,0.301082,17.017
73ZXZ.mp4,17.017,4,6,0.75,0.5,0.25,1.0,0.831139,0.779447,0.434516,0.362825,0.362825,0.362825,1.0,0.942708,0.958333,0.75,0.883681,16.8168
7KW31.mp4,11.459489,1,2,1.0,0.0,0.0,1.0,0.325355,0.325355,0.162678,0.301147,0.301147,0.301147,1.0,0.5,0.0,0.0,0.166667,11.291461
83S5W.mp4,26.359667,1,10,1.0,1.0,1.0,1.0,0.858624,0.858624,0.217866,0.257463,0.257463,0.257463,1.0,1.0,0.833333,1.0,0.944444,25.6256
A1BS2.mp4,47.603834,3,11,0.0,0.0,0.0,1.0,0.299583,0.293053,0.184732,0.143322,0.143322,0.143322,1.0,0.0,0.0,0.0,0.0,46.00639
AYSTI.mp4,30.259462,1,5,1.0,1.0,0.0,1.0,0.540632,0.540632,0.302126,0.307971,0.35035,0.35035,0.717996,0.325,0.2,0.0,0.175,27.250234
BD9UN.mp4,30.333333,1,13,1.0,1.0,1.0,1.0,0.850598,0.850598,0.16953,0.410912,0.411288,0.411288,0.997778,0.233333,0.225,0.2,0.219444,29.566667
BRBWJ.mp4,22.112727,1,9,1.0,0.0,0.0,1.0,0.391919,0.391919,0.139549,0.207935,0.207935,0.207935,1.0,0.208333,0.0,0.0,0.069444,21.632015
BRQBD.mp4,32.799433,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
C6INR.mp4,35.2352,1,6,1.0,0.0,0.0,1.0,0.394615,0.394615,0.116482,0.151103,0.151103,0.151103,1.0,0.166667,0.0,0.0,0.055556,34.4344
C6V75.mp4,31.614917,1,18,1.0,0.0,0.0,1.0,0.424828,0.424828,0.053094,0.138616,0.146015,0.146015,0.732283,0.1,0.0,0.0,0.033333,31.031
CEZ4D.mp4,34.003194,2,12,1.0,0.5,0.0,1.0,0.584575,0.473539,0.311278,0.42964,0.448377,0.448377,0.911357,0.873413,0.373413,0.0,0.415608,33.537397
COFJV.mp4,22.188833,3,16,1.0,1.0,0.666667,1.0,0.905582,0.771898,0.458211,0.590319,0.590319,0.590319,1.0,0.552355,0.410102,0.127808,0.363422,22.022
EDSUD.mp4,25.025,1,14,1.0,0.0,0.0,1.0,0.445664,0.445664,0.099299,0.172536,0.175954,0.175954,0.898791,0.75,0.0,0.0,0.25,24.024
EJFUA.mp4,31.709709,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
EK5K1.mp4,42.973856,3,4,0.666667,0.666667,0.0,0.666667,0.615871,0.394833,0.490094,0.39974,0.441469,0.441469,0.808759,0.638889,0.527778,0.0,0.388889,39.215686
F75LG.mp4,32.133333,1,12,1.0,1.0,1.0,1.0,0.887761,0.887761,0.262473,0.287598,0.287598,0.287598,1.0,0.512063,0.420635,0.267857,0.400185,32.0
FAO7J.mp4,45.2,6,7,0.333333,0.333333,0.333333,1.0,0.900751,0.632867,0.338043,0.284129,0.284129,0.284129,1.0,0.199008,0.179167,0.144444,0.174206,43.966667
FC2SK.mp4,26.84,3,7,1.0,1.0,0.666667,1.0,0.825309,0.715346,0.516316,0.625631,0.675836,0.675836,0.893865,0.6,0.6,0.333333,0.511111,25.92
FQGW4.mp4,25.166445,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
G2QBV.mp4,30.238253,6,11,0.666667,0.666667,0.333333,0.833333,0.840186,0.703973,0.392559,0.536982,0.536982,0.536982,1.0,0.790675,0.770833,0.333333,0.631614,29.810719
HH1R7.mp4,29.676184,1,4,1.0,1.0,1.0,1.0,0.741926,0.741926,0.547466,0.404575,0.404575,0.404575,1.0,0.916667,0.916667,0.5,0.777778,28.926996
