video,prompt_id,prompt_in_video_id,original_video_duration_seconds,processing_time_seconds,gt_start,gt_end
0F7LW.mp4,3252,0,30.630630630630627,0.23580033297184855,0.7998046875,8.1015625
0F7LW.mp4,3253,1,30.630630630630627,0.13231683301273733,12.6015625,19.5
0F7LW.mp4,3254,2,30.630630630630627,0.12128295900765806,25.0,31.0
0F7LW.mp4,3255,3,30.630630630630627,0.13438695803051814,25.0,31.0
0F7LW.mp4,3256,4,30.630630630630627,0.13317716697929427,12.6015625,19.5
0F7LW.mp4,3257,5,30.630630630630627,0.1226123750093393,0.0,4.6015625
0F7LW.mp4,3258,6,30.630630630630627,0.12219104199903086,12.6015625,19.5
0HR01.mp4,3273,0,30.259462351210377,0.9983817919855937,1.0,13.703125
0J1BT.mp4,3265,0,16.764811921644032,0.49901683296775445,9.5,15.203125
1B9DK.mp4,3245,0,32.376068376068375,1.4477943330421112,1.599609375,8.203125
1B9DK.mp4,3246,1,32.376068376068375,1.4552803340484388,1.2998046875,7.69921875
1B9DK.mp4,3247,2,32.376068376068375,1.4651593329617754,0.0,5.8984375
3Q92U.mp4,3161,0,30.113416666666666,1.8777331660385244,1.0,5.80078125
3VH9O.mp4,3261,0,30.292898221211715,0.2810470419935882,5.69921875,14.703125
3VH9O.mp4,3262,1,30.292898221211715,0.2855797910015099,3.30078125,7.8984375
3VH9O.mp4,3263,2,30.292898221211715,0.2834100420004688,5.69921875,14.703125
3VH9O.mp4,3264,3,30.292898221211715,0.2834357090177946,5.69921875,14.703125
3VWSP.mp4,3188,0,28.87848222862632,0.049338792043272406,24.59375,30.0
44PFW.mp4,3201,0,24.734982332155475,0.9772177909617312,17.59375,24.203125
44PFW.mp4,3202,1,24.734982332155475,0.9620700420346111,17.59375,24.203125
44PFW.mp4,3203,2,24.734982332155475,0.9624235419905744,17.59375,24.203125
4RT06.mp4,3274,0,31.10547516037595,0.9786993329762481,4.80078125,12.0
4RT06.mp4,3275,1,31.10547516037595,0.9817731670336798,0.0,4.30078125
4RT06.mp4,3276,2,31.10547516037595,0.9698039999930188,0.0,4.30078125
4RT06.mp4,3277,3,31.10547516037595,0.9697869170340709,0.0,2.599609375
4RT06.mp4,3278,4,31.10547516037595,0.9705959580023773,0.0,2.599609375
4RT06.mp4,3279,5,31.10547516037595,0.9703679590020329,4.80078125,12.0
4RT06.mp4,3280,6,31.10547516037595,0.9710496659972705,0.0,4.30078125
4TX4N.mp4,3165,0,32.76,0.5602506659924984,0.0,6.80078125
4TX4N.mp4,3166,1,32.76,0.550151375005953,0.0,6.80078125
4TX4N.mp4,3167,2,32.76,0.5378861670033075,0.0,6.80078125
4TX4N.mp4,3168,3,32.76,0.535488500026986,14.3984375,28.203125
4VX01.mp4,3157,0,30.197639032872956,0.9163073330419138,3.30078125,10.5
4VX01.mp4,3158,1,30.197639032872956,0.898367874964606,24.09375,31.0
4VX01.mp4,3159,2,30.197639032872956,0.9060118339839391,0.0,9.3984375
4VX01.mp4,3160,3,30.197639032872956,0.908372791018337,0.0,9.3984375
4WVTC.mp4,3162,0,21.5719264511477,0.7644083329942077,0.0,7.1015625
4WVTC.mp4,3163,1,21.5719264511477,0.7627987500163727,0.0,4.6015625
4WVTC.mp4,3164,2,21.5719264511477,0.762762208993081,2.5,10.1015625
4ZJXR.mp4,3200,0,31.7,0.0788752079824917,2.400390625,10.6015625
5GP8M.mp4,3288,0,32.78523827065403,0.7484660409973003,0.0,12.703125
6E8GP.mp4,3223,0,32.891507118311246,0.2161621249979362,10.796875,18.296875
6E8GP.mp4,3224,1,32.891507118311246,0.21634625003207475,1.599609375,8.3984375
6E8GP.mp4,3225,2,32.891507118311246,0.2159477500244975,10.796875,18.296875
6FJBD.mp4,3281,0,30.30666538609297,0.7216163339908235,9.3984375,15.6015625
