video,prompt_id,prompt_in_video_id,original_video_duration_seconds,processing_time_seconds,gt_start,gt_end
1CYLM.mp4,70,0,33.4,0.4779966250061989,0.0,14.203125
1CYLM.mp4,71,1,33.4,0.3866460000281222,0.0,14.0
1ZWPP.mp4,88,0,23.39240506329114,0.6992728330078535,2.599609375,7.69921875
1ZWPP.mp4,89,1,23.39240506329114,0.6922975000343286,13.0,19.40625
1ZWPP.mp4,90,2,23.39240506329114,0.6972057080129161,13.0,19.40625
2P7A9.mp4,82,0,36.10273333333333,0.5526924580335617,20.40625,27.59375
2P7A9.mp4,83,1,36.10273333333333,0.5632749589858577,20.90625,30.296875
2P7A9.mp4,84,2,36.10273333333333,0.5569943339796737,26.90625,31.59375
2P7A9.mp4,85,3,36.10273333333333,0.5601120420033112,26.5,35.8125
2P7A9.mp4,86,4,36.10273333333333,0.5679389999713749,18.796875,24.0
2P7A9.mp4,87,5,36.10273333333333,0.5580357909784652,26.5,35.8125
2RFLZ.mp4,66,0,14.771441879033867,0.030145208002068102,3.0,10.3984375
2RFLZ.mp4,67,1,14.771441879033867,0.030508583004120737,2.400390625,6.8984375
3MSZA.mp4,0,0,31.0,0.08568541699787602,24.296875,30.40625
3MSZA.mp4,1,1,31.0,0.09732820797944441,24.296875,30.40625
3MSZA.mp4,2,2,31.0,0.08940575004089624,24.296875,30.40625
3MSZA.mp4,3,3,31.0,0.09365533303935081,24.296875,30.40625
43CCM.mp4,79,0,30.458650610943867,1.3565151250222698,7.69921875,22.0
43CCM.mp4,80,1,30.458650610943867,1.3257707920274697,0.0999755859375,9.0
4J1AP.mp4,46,0,20.62816076656907,0.037931583006866276,13.1015625,21.5
4J1AP.mp4,47,1,20.62816076656907,0.04201816697604954,9.796875,15.703125
5C4EK.mp4,53,0,15.623122220886913,0.03581633296562359,0.0,6.19921875
5NV2Z.mp4,28,0,22.37324833102785,0.6765492080012336,5.1015625,10.203125
5NV2Z.mp4,29,1,22.37324833102785,0.6765601250226609,13.203125,23.0
5NV2Z.mp4,30,2,22.37324833102785,0.6806464160326868,13.203125,23.0
5NV2Z.mp4,31,3,22.37324833102785,0.6768292909837328,5.1015625,10.203125
6ZWSU.mp4,143,0,30.60405378286173,1.090802040998824,1.400390625,7.19921875
6ZWSU.mp4,144,1,30.60405378286173,1.1081533749820665,1.400390625,7.19921875
6ZWSU.mp4,145,2,30.60405378286173,1.0842859169933945,16.203125,21.796875
6ZWSU.mp4,146,3,30.60405378286173,1.1003574579954147,10.6015625,19.296875
6ZWSU.mp4,147,4,30.60405378286173,1.091039124992676,0.0,4.5
6ZWSU.mp4,148,5,30.60405378286173,1.094183332985267,16.203125,21.796875
6ZWSU.mp4,149,6,30.60405378286173,1.0855829999782145,19.09375,32.0
9HG4Z.mp4,56,0,17.2,0.2192884169635363,0.0,7.69921875
9JZO2.mp4,34,0,35.81937528293345,1.6338156660203822,26.09375,36.0
9JZO2.mp4,35,1,35.81937528293345,1.607211875030771,0.0,9.8984375
9JZO2.mp4,36,2,35.81937528293345,1.6066003339947201,0.0,12.6015625
9JZO2.mp4,37,3,35.81937528293345,1.6362244170159101,0.0,15.1015625
9JZO2.mp4,38,4,35.81937528293345,1.6208221659762785,0.0,9.8984375
9JZO2.mp4,39,5,35.81937528293345,1.606073499948252,14.1015625,20.296875
9JZO2.mp4,40,6,35.81937528293345,1.6220450419932604,0.0,9.8984375
9JZO2.mp4,41,7,35.81937528293345,1.6190589999896474,0.0,15.1015625
9JZO2.mp4,42,8,35.81937528293345,1.617328832973726,26.09375,36.0
9JZO2.mp4,43,9,35.81937528293345,1.613923666998744,0.0,9.8984375
9JZO2.mp4,44,10,35.81937528293345,1.6067308329511434,11.6015625,20.796875
9JZO2.mp4,45,11,35.81937528293345,1.6176170830149204,22.90625,29.796875
AKO6M.mp4,18,0,18.633333333333333,0.24387329199817032,0.0,8.796875
AKO6M.mp4,19,1,18.633333333333333,0.23603854095563293,12.703125,19.90625
AMT7R.mp4,4,0,30.11241970021413,0.724039166001603,4.30078125,12.5
AOK1L.mp4,100,0,35.17191731514175,1.3680473329732195,30.5,36.0
AOK1L.mp4,101,1,35.17191731514175,1.3658816670067608,30.5,36.0
B82GJ.mp4,131,0,24.533333333333335,0.8106162500334904,17.703125,22.5
BL7OF.mp4,51,0,36.036,0.6400722920079716,1.0,5.0
BL7OF.mp4,52,1,36.036,0.6436678330064751,1.0,5.0
DLFPX.mp4,55,0,26.619396707126548,1.0380055830464698,0.0,7.69921875
E6DLK.mp4,12,0,27.293933333333335,0.8034097079653293,9.296875,14.3984375
E6DLK.mp4,13,1,27.293933333333335,0.8132266250322573,3.099609375,11.796875
E6DLK.mp4,14,2,27.293933333333335,0.7893880829797126,9.296875,14.3984375
E6DLK.mp4,15,3,27.293933333333335,0.8043474169680849,9.296875,14.3984375
E6DLK.mp4,16,4,27.293933333333335,0.8004393330193125,3.099609375,11.796875
E6DLK.mp4,17,5,27.293933333333335,0.7899303330341354,3.099609375,11.796875
F7TG5.mp4,20,0,21.1,0.8002647500252351,13.203125,20.796875
F7TG5.mp4,21,1,21.1,0.7876362910028547,13.203125,20.796875
F7TG5.mp4,22,2,21.1,0.7910547500359826,10.703125,16.5
F7TG5.mp4,23,3,21.1,0.7912760830367915,6.8984375,13.1015625
FPJ9D.mp4,27,0,33.43333333333333,1.6319157499819994,25.796875,34.0
FXZI5.mp4,124,0,32.4,0.6363460840075277,3.0,12.3984375
FYYFX.mp4,132,0,31.033333333333335,1.2680284169618972,2.0,11.203125
FYYFX.mp4,133,1,31.033333333333335,1.2647419580025598,8.6015625,14.1015625
FYYFX.mp4,134,2,31.033333333333335,1.2651314159738831,14.0,24.703125
FYYFX.mp4,135,3,31.033333333333335,1.2756663750042208,0.0,4.0
FYYFX.mp4,136,4,31.033333333333335,1.2649008330190554,14.0,24.703125
GBD1Y.mp4,8,0,32.916666666666664,1.2439525839872658,26.203125,31.296875
GBD1Y.mp4,9,1,32.916666666666664,1.2550875000306405,26.203125,31.296875
HBWLV.mp4,114,0,31.598233333333333,0.9015842500375584,9.3984375,14.296875
HSEH1.mp4,140,0,31.266666666666666,0.8229192500002682,10.0,22.59375
HSEH1.mp4,141,1,31.266666666666666,0.8249852090375498,10.0,22.59375
HSEH1.mp4,142,2,31.266666666666666,0.8250337500358,10.0,22.59375
HY4FS.mp4,105,0,34.35344538940601,1.4483170420280658,4.8984375,11.6015625
HY4FS.mp4,106,1,34.35344538940601,1.4468660419806838,0.39990234375,9.203125
I7AS7.mp4,57,0,30.605871330418488,0.2181990829994902,0.0,5.1015625
I7AS7.mp4,58,1,30.605871330418488,0.2172715420019813,0.0,5.1015625
I7AS7.mp4,59,2,30.605871330418488,0.2186441250378266,0.5,6.3984375
J48N6.mp4,60,0,30.733333333333334,1.4614694169722497,18.40625,32.0
J48N6.mp4,61,1,30.733333333333334,1.4580630830023438,18.40625,32.0
J48N6.mp4,62,2,30.733333333333334,1.4666137919994071,14.6015625,21.203125
J9T5D.mp4,69,0,34.068377095475576,1.52054933400359,27.09375,35.0
JVLAZ.mp4,63,0,31.433333333333334,0.6558890830492601,9.296875,18.0
JVLAZ.mp4,64,1,31.433333333333334,0.6505640419782139,9.296875,18.0
JVLAZ.mp4,65,2,31.433333333333334,0.6574276249739341,19.40625,29.5
KOVTR.mp4,24,0,35.29765484064943,1.5132624169928022,10.203125,19.796875
KOVTR.mp4,25,1,35.29765484064943,1.5004566250136122,4.19921875,14.203125
KOVTR.mp4,26,2,35.29765484064943,1.5056696250103414,28.40625,35.0
KVXJ9.mp4,10,0,30.766666666666666,1.5478085840004496,1.0,11.0
KVXJ9.mp4,11,1,30.766666666666666,1.5565440840437077,1.0,11.0
LGJAR.mp4,76,0,32.28969359331476,1.4475457500084303,17.59375,25.203125
N3U9S.mp4,68,0,14.8975791433892,0.029748833971098065,0.0,4.80078125
NBSPH.mp4,102,0,30.766666666666666,1.4588784580118954,26.796875,32.0
NBSPH.mp4,103,1,30.766666666666666,1.458332291978877,11.703125,17.796875
NBSPH.mp4,104,2,30.766666666666666,1.4576495839864947,11.703125,17.796875
OE2M1.mp4,125,0,30.633333333333333,1.4624335420085117,12.8984375,19.296875
OE2M1.mp4,126,1,30.633333333333333,1.4591904169647023,12.8984375,18.703125
OE2M1.mp4,127,2,30.633333333333333,1.45760220795637,12.8984375,19.296875
Q7IQI.mp4,137,0,17.2455233745944,0.1382876660209149,0.0,4.5
Q7IQI.mp4,138,1,17.2455233745944,0.1326482910080813,1.7998046875,8.6015625
Q7IQI.mp4,139,2,17.2455233745944,0.1315751249785535,1.7998046875,8.6015625
QLEN3.mp4,112,0,35.101733333333335,1.4545470420271158,14.0,19.0
QUXYH.mp4,91,0,30.72397450563818,0.1268858329858631,0.0,10.8984375
QUXYH.mp4,92,1,30.72397450563818,0.12477858294732869,0.0,10.8984375
QUXYH.mp4,93,2,30.72397450563818,0.12653574999421835,21.796875,31.203125
QUXYH.mp4,94,3,30.72397450563818,0.1228265410172753,15.1015625,22.90625
QUXYH.mp4,95,4,30.72397450563818,0.12650458299322054,0.0,10.0
QUXYH.mp4,96,5,30.72397450563818,0.12050437502330169,21.796875,31.203125
S591U.mp4,54,0,30.0,0.3733248340431601,9.3984375,17.0
SY5QP.mp4,98,0,30.733333333333334,1.4710669170017354,0.0,14.0
SY5QP.mp4,99,1,30.733333333333334,1.4670224169967696,11.203125,17.703125
V1WN7.mp4,48,0,36.03333333333333,1.724843250005506,0.0,15.8984375
V1WN7.mp4,49,1,36.03333333333333,1.717990540957544,0.0,14.3984375
V1WN7.mp4,50,2,36.03333333333333,1.7257440829998814,0.0,15.8984375
V2GC9.mp4,72,0,30.6,1.4456205000169575,10.1015625,24.203125
V2GC9.mp4,73,1,30.6,1.4496942920377478,11.296875,21.09375
V2GC9.mp4,74,2,30.6,1.4498910420225002,2.30078125,13.8984375
V2GC9.mp4,75,3,30.6,1.450641417002771,10.1015625,24.203125
V3SOF.mp4,97,0,44.42756787545092,1.2183192090014927,20.0,28.203125
VXJS4.mp4,6,0,30.259462351210377,0.3711471249698661,0.0,3.400390625
VXJS4.mp4,7,1,30.259462351210377,0.3741435830015689,0.0,4.0
W3SC3.mp4,118,0,21.92,0.7945600409875624,8.0,15.203125
W3SC3.mp4,119,1,21.92,0.7824030829942785,8.0,15.203125
W3SC3.mp4,120,2,21.92,0.7853174590272829,8.0,15.203125
WKPQ3.mp4,121,0,32.11541666666666,1.981173541978933,15.796875,28.703125
WKPQ3.mp4,122,1,32.11541666666666,1.9599173750029877,25.296875,30.90625
WKPQ3.mp4,123,2,32.11541666666666,1.969864749989938,5.1015625,11.0
XE19C.mp4,115,0,30.35976996121439,1.0898935830336995,0.89990234375,8.5
XE19C.mp4,116,1,30.35976996121439,1.0901916669681668,24.59375,31.0
XE19C.mp4,117,2,30.35976996121439,1.0919023749884218,0.89990234375,8.5
XMYXI.mp4,108,0,40.266666666666666,2.0105221669655293,0.0,7.0
XMYXI.mp4,109,1,40.266666666666666,2.0089960410259664,10.1015625,15.5
XMYXI.mp4,110,2,40.266666666666666,2.0020428340067156,0.0,7.0
XMYXI.mp4,111,3,40.266666666666666,2.0070308329886757,0.0,15.8984375
Y1HGC.mp4,32,0,30.697333333333333,0.5895401249872521,0.199951171875,9.796875
Y1HGC.mp4,33,1,30.697333333333333,0.59201712498907,1.7001953125,12.1015625
YSE1G.mp4,107,0,28.666666666666668,0.9803705409867689,0.60009765625,8.8984375
YSKX3.mp4,113,0,16.705726819301727,0.4848117919755168,13.0,18.0
YVKIV.mp4,5,0,31.95337620578778,0.8173299999907613,4.3984375,9.203125
YZ8HK.mp4,81,0,29.833333333333332,0.5449232920072973,1.400390625,8.703125
ZF7YA.mp4,128,0,37.2372,0.37666775000980124,5.30078125,11.703125
ZF7YA.mp4,129,1,37.2372,0.375213666993659,0.0,6.5
ZF7YA.mp4,130,2,37.2372,0.37552179099293426,5.30078125,11.703125
ZHRPD.mp4,77,0,29.75,1.1715852500055917,11.796875,19.59375
ZHRPD.mp4,78,1,29.75,1.1626889169565402,15.6015625,21.59375
0DVVD.mp4,287,0,29.696333333333335,1.4467600830248557,2.80078125,14.296875
0DVVD.mp4,288,1,29.696333333333335,1.3556625409983099,0.0999755859375,10.296875
1W6YY.mp4,188,0,29.48592239809497,1.031953625031747,3.5,7.8984375
27DCQ.mp4,179,0,31.041666666666668,0.2745322500122711,13.5,19.203125
2ADJI.mp4,230,0,24.566666666666666,0.1720451659639366,10.0,21.90625
2ADJI.mp4,231,1,24.566666666666666,0.18116091698175296,0.0,8.1015625
2OREK.mp4,252,0,30.233333333333334,0.5457757909898646,11.5,17.59375
3J9L5.mp4,221,0,29.8298,0.04456787498202175,1.0,6.6015625
3J9L5.mp4,222,1,29.8298,0.05886987497797236,2.80078125,9.0
3UACJ.mp4,214,0,37.96139519133085,1.0140542500303127,1.7998046875,6.3984375
5B9XE.mp4,281,0,32.121310940812,0.22198337502777576,18.703125,29.0
5B9XE.mp4,282,1,32.121310940812,0.2127479159971699,18.703125,29.0
5B9XE.mp4,283,2,32.121310940812,0.2103153329808265,18.703125,29.0
5B9XE.mp4,284,3,32.121310940812,0.2107418749947101,0.0,13.8984375
5B9XE.mp4,285,4,32.121310940812,0.21172062499681488,0.0,13.8984375
5CN21.mp4,296,0,25.333333333333332,0.13552991702454165,11.6015625,17.5
5CN21.mp4,297,1,25.333333333333332,0.1389957089559175,11.6015625,17.5
6C0BK.mp4,295,0,30.301001104898383,0.36506095802178606,0.300048828125,7.80078125
6IOV0.mp4,196,0,30.5305,1.1741796670248732,0.0,13.1015625
6IOV0.mp4,197,1,30.5305,1.2011757920263335,0.0,13.1015625
6IOV0.mp4,198,2,30.5305,1.2015501250280067,9.5,16.40625
8MQH6.mp4,158,0,33.129203895191246,1.5610864580376074,0.0,8.1015625
8MQH6.mp4,159,1,33.129203895191246,1.5683803330175579,0.0,8.1015625
8MQH6.mp4,160,2,33.129203895191246,1.565008667006623,0.0,8.1015625
